Date,AAPL,BRK.A,CVX,GE,GOOGL,IBM,JNJ,JPM,KO,MRK,MSFT,ORCL,PFE,PG,T,VZ,WFC,WMT,XOM
2006-08-04 00:00:00+00:00,65.65,91710.0,50.99,24.64,187.11,65.91,49.88,37.47,17.51,30.07,20.41,13.91,18.3,47.62,20.61,20.56,29.88,37.62,57.55
2006-08-07 00:00:00+00:00,64.6,92700.0,51.89,24.55,189.16,65.57,49.68,37.6,17.41,29.69,20.35,13.91,18.35,47.58,20.49,20.28,29.63,37.58,58.0
2006-08-08 00:00:00+00:00,62.26,93000.0,52.18,24.29,190.69,65.67,49.9,37.37,17.49,29.8,20.45,14.08,18.43,47.84,20.44,20.42,29.25,37.28,58.03
2006-08-09 00:00:00+00:00,61.12,92800.0,52.4,24.25,188.66,65.72,49.71,36.83,17.47,30.15,20.54,14.22,18.59,47.69,20.13,20.6,28.54,36.81,58.05
2006-08-10 00:00:00+00:00,61.58,93100.0,52.3,24.54,187.29,66.03,49.9,36.59,17.52,30.05,20.55,14.39,18.46,48.27,20.11,20.67,28.43,37.64,58.36
2006-08-11 00:00:00+00:00,61.18,93100.0,52.69,24.41,184.43,65.8,49.83,36.49,17.47,29.52,20.53,14.26,18.36,48.27,20.11,20.75,28.48,37.47,58.69
2006-08-14 00:00:00+00:00,61.46,92685.0,52.06,24.65,184.9,66.85,50.18,36.45,17.56,29.72,20.61,14.54,18.54,47.87,19.96,20.66,28.37,37.81,58.29
2006-08-15 00:00:00+00:00,63.87,92700.0,51.92,24.94,190.68,67.2,50.57,37.41,17.69,29.77,20.76,14.95,18.77,48.41,20.21,20.94,28.63,37.35,57.81
2006-08-16 00:00:00+00:00,65.34,94550.0,51.19,25.32,194.05,68.95,50.73,37.77,17.7,29.94,20.83,14.78,19.02,48.4,20.13,20.85,28.84,37.39,56.87
2006-08-17 00:00:00+00:00,64.96,94450.0,51.77,25.48,193.09,69.19,50.43,37.76,17.64,28.23,20.83,15.04,19.2,48.33,20.27,20.85,28.86,37.56,57.3
2006-08-18 00:00:00+00:00,65.27,95300.0,52.64,25.54,191.87,69.65,50.58,37.96,17.69,28.73,21.75,14.94,19.23,48.37,20.31,20.96,28.77,37.44,58.16
2006-08-21 00:00:00+00:00,63.97,95800.0,52.35,25.51,188.84,69.11,50.46,37.76,17.64,28.83,22.03,14.88,18.94,48.69,20.34,21.02,28.82,37.11,58.77
2006-08-22 00:00:00+00:00,64.99,95300.0,52.08,25.51,189.33,68.83,50.37,37.67,17.73,28.9,21.61,14.73,19.18,48.9,20.33,21.07,28.55,37.09,59.09
2006-08-23 00:00:00+00:00,64.7,95100.0,51.4,25.38,186.9,68.58,50.18,37.81,17.69,29.42,21.65,14.57,19.3,48.8,20.29,20.94,28.58,36.83,58.61
2006-08-24 00:00:00+00:00,65.18,96300.0,52.22,25.42,187.05,69.2,51.03,37.94,17.77,29.13,21.71,14.63,19.37,48.9,20.28,21.1,28.82,36.78,59.52
2006-08-25 00:00:00+00:00,66.08,96000.0,52.25,25.42,186.82,69.64,51.07,37.81,17.77,29.4,21.8,14.66,19.36,48.76,20.39,21.13,28.57,36.93,59.28
2006-08-28 00:00:00+00:00,64.38,95900.0,51.78,25.48,190.67,70.02,51.0,38.22,17.85,29.77,21.88,14.78,19.58,48.85,20.61,21.28,28.75,37.39,59.0
2006-08-29 00:00:00+00:00,63.9,96000.0,51.45,25.68,189.66,70.96,51.01,38.18,18.02,30.01,21.79,14.76,19.62,49.02,20.81,21.42,28.53,37.44,58.42
2006-08-30 00:00:00+00:00,64.36,95801.0,51.02,25.74,190.57,70.8,51.01,37.98,17.95,29.94,21.76,14.99,19.72,49.46,20.76,21.55,28.4,37.55,57.49
2006-08-31 00:00:00+00:00,65.21,96097.0,50.4,25.58,189.45,70.59,51.06,37.92,17.89,29.76,21.67,14.9,19.59,49.58,20.72,21.42,28.45,37.64,56.96
2006-09-01 00:00:00+00:00,65.72,96000.0,50.74,25.64,189.49,70.97,51.11,37.98,17.99,30.06,21.79,14.74,19.88,49.59,21.04,21.66,28.5,38.25,57.32
2006-09-05 00:00:00+00:00,68.7,96400.0,51.92,25.51,192.37,70.48,50.79,38.04,17.96,30.21,21.6,15.07,19.79,49.31,21.1,21.62,28.51,38.35,57.64
2006-09-06 00:00:00+00:00,67.31,96051.0,51.04,25.5,190.26,69.99,50.48,38.11,17.84,30.38,21.6,14.86,19.71,49.21,21.0,21.59,28.69,38.21,56.54
2006-09-07 00:00:00+00:00,69.97,95990.0,51.18,25.57,189.43,69.22,50.11,37.54,17.76,29.82,21.45,15.23,19.52,49.29,20.82,21.5,28.38,38.33,56.97
2006-09-08 00:00:00+00:00,69.7,96100.0,50.26,25.54,189.11,70.32,50.22,37.59,17.8,30.13,21.59,15.13,19.62,48.97,20.87,21.56,28.64,39.32,56.23
2006-09-11 00:00:00+00:00,69.68,96200.0,48.52,25.86,192.24,70.55,50.57,37.7,17.78,30.3,21.85,15.5,19.82,49.6,21.03,21.64,28.69,39.97,54.66
2006-09-12 00:00:00+00:00,69.81,96490.0,48.04,26.04,196.15,71.73,50.41,38.21,17.88,30.93,21.87,15.51,20.08,49.54,21.23,21.83,28.93,40.46,54.46
2006-09-13 00:00:00+00:00,71.32,96750.0,48.83,26.17,203.49,71.67,50.39,38.54,17.93,30.15,21.91,15.59,20.04,48.51,21.2,21.77,29.05,40.47,55.01
2006-09-14 00:00:00+00:00,71.29,96900.0,48.56,26.12,202.19,71.89,50.33,38.62,17.92,30.11,22.21,15.67,20.05,48.68,21.46,21.91,29.18,40.71,54.46
2006-09-15 00:00:00+00:00,71.22,96400.0,48.36,26.18,205.15,72.3,50.37,38.99,17.93,30.16,22.64,15.53,19.94,48.78,21.2,21.81,29.36,40.58,54.41
2006-09-18 00:00:00+00:00,71.02,95500.0,49.19,26.19,207.55,71.69,50.67,38.69,17.86,29.94,22.59,15.46,20.02,48.46,20.91,21.78,29.29,40.48,55.8
2006-09-19 00:00:00+00:00,70.9,94500.0,48.43,26.18,202.11,71.37,50.68,38.87,17.84,30.22,22.65,15.34,20.05,48.79,20.93,21.92,29.45,40.82,55.13
2006-09-20 00:00:00+00:00,72.34,94880.0,47.64,26.3,198.7,72.72,50.69,39.22,17.87,30.78,22.92,17.06,20.24,49.37,21.34,22.33,29.72,41.13,53.96
2006-09-21 00:00:00+00:00,71.75,94201.0,48.56,26.05,203.63,71.14,50.72,38.88,17.77,30.79,22.69,17.2,20.06,49.45,21.48,22.47,29.55,40.79,54.52
2006-09-22 00:00:00+00:00,70.16,93690.0,48.47,26.02,202.09,70.8,50.51,38.89,17.68,30.85,22.48,16.68,20.02,49.51,21.9,22.59,29.48,40.64,54.63
2006-09-25 00:00:00+00:00,72.81,93525.0,48.66,26.39,202.19,71.48,50.69,38.96,17.85,30.79,22.73,17.09,20.16,49.9,22.29,22.84,29.77,41.09,54.76
2006-09-26 00:00:00+00:00,74.6,94400.0,49.77,26.81,203.64,71.92,51.07,38.95,17.94,30.65,22.94,17.3,20.19,50.05,22.2,23.12,29.85,41.45,55.91
2006-09-27 00:00:00+00:00,73.44,95000.0,50.24,26.73,201.66,71.56,51.19,38.9,17.97,31.12,23.14,17.06,20.2,50.25,21.68,22.4,29.62,41.66,56.5
2006-09-28 00:00:00+00:00,74.02,95200.0,50.5,26.84,201.99,71.48,51.25,39.16,18.07,30.87,23.11,17.11,20.12,49.87,21.54,22.5,29.57,41.92,56.78
2006-09-29 00:00:00+00:00,73.99,95800.0,50.76,26.7,201.15,71.43,51.28,39.0,17.96,30.75,23.07,16.88,20.16,49.65,21.67,22.61,29.62,41.51,56.48
2006-10-02 00:00:00+00:00,71.95,95800.0,50.49,26.86,200.92,71.37,51.4,38.93,17.89,30.58,23.07,16.8,20.13,49.7,21.45,22.62,29.51,40.77,56.39
2006-10-03 00:00:00+00:00,71.2,97473.0,49.26,27.01,202.22,71.18,51.73,39.66,17.91,30.81,23.08,17.03,20.2,49.9,21.66,22.82,29.87,41.63,55.05
2006-10-04 00:00:00+00:00,72.45,97699.0,49.85,27.31,208.06,72.44,51.99,39.73,18.01,30.78,23.56,17.28,20.14,50.74,21.78,23.03,29.99,41.7,56.06
2006-10-05 00:00:00+00:00,71.92,98995.0,49.99,27.45,206.11,72.29,51.42,39.66,18.02,30.4,23.55,17.37,19.9,50.88,21.47,22.72,29.89,40.74,56.66
2006-10-06 00:00:00+00:00,71.34,98400.0,49.82,27.34,210.46,72.48,51.38,39.2,17.99,30.72,23.5,17.3,19.84,50.54,21.37,22.65,29.75,40.67,56.83
2006-10-09 00:00:00+00:00,71.73,98500.0,49.49,27.36,214.71,73.23,51.23,39.41,17.86,30.72,23.38,17.65,19.66,50.34,21.64,22.58,29.81,40.58,56.01
2006-10-10 00:00:00+00:00,70.94,99390.0,50.01,27.46,213.54,73.39,51.3,39.76,17.71,30.69,23.35,17.83,19.59,50.24,22.03,22.49,29.7,40.5,56.56
2006-10-11 00:00:00+00:00,70.39,99310.0,49.38,27.36,213.46,73.39,51.41,39.85,17.74,30.96,23.23,17.67,19.4,50.05,22.16,22.53,29.65,40.66,56.0
2006-10-12 00:00:00+00:00,72.34,99825.0,50.1,27.4,213.93,73.84,51.2,40.37,17.71,31.38,23.8,18.06,19.66,49.99,22.59,22.77,29.72,40.67,56.94
2006-10-13 00:00:00+00:00,72.11,98600.0,50.24,27.22,213.86,75.04,51.0,40.29,17.7,31.7,23.93,18.14,19.62,49.77,22.59,22.81,29.74,40.79,57.57
2006-10-16 00:00:00+00:00,72.47,98900.0,50.91,26.9,211.09,75.59,51.27,39.93,17.79,32.11,23.99,18.06,19.67,49.7,22.18,22.8,29.63,40.67,58.77
2006-10-17 00:00:00+00:00,71.4,98750.0,50.81,26.9,210.53,75.8,52.18,40.14,17.6,32.26,23.98,17.72,19.71,49.86,22.23,22.52,29.86,40.63,58.42
2006-10-18 00:00:00+00:00,71.63,99425.0,50.56,26.9,209.86,78.3,53.82,39.49,17.67,32.64,24.05,17.83,19.98,50.39,22.15,22.52,30.13,40.69,58.22
2006-10-19 00:00:00+00:00,75.92,99980.0,51.37,26.69,213.24,78.34,53.73,39.21,18.05,32.65,23.86,17.95,19.68,50.31,22.69,22.91,30.08,40.81,58.69
2006-10-20 00:00:00+00:00,76.84,99900.0,51.09,26.83,230.07,78.88,54.19,39.42,18.79,33.49,23.98,18.05,19.68,50.46,23.16,23.27,29.99,41.55,58.54
2006-10-23 00:00:00+00:00,78.3,100000.0,51.37,26.88,240.63,79.82,54.57,39.64,19.01,33.54,23.99,18.22,19.72,50.94,23.34,23.4,30.02,43.16,58.85
2006-10-24 00:00:00+00:00,77.9,100600.0,52.35,26.8,236.89,79.76,54.29,39.43,18.91,33.71,23.85,17.97,19.38,50.62,23.35,23.39,29.84,43.18,58.82
2006-10-25 00:00:00+00:00,78.51,101900.0,52.89,26.94,243.54,80.05,54.35,39.54,18.97,33.81,23.88,17.71,19.5,50.82,23.08,23.58,29.79,42.8,59.77
2006-10-26 00:00:00+00:00,79.0,104700.0,52.82,26.92,242.79,79.8,54.35,39.96,18.95,33.91,23.91,17.81,19.4,51.12,23.13,23.85,29.82,43.55,60.28
2006-10-27 00:00:00+00:00,77.29,103300.0,52.97,26.64,237.84,79.12,53.83,39.56,18.84,33.82,23.9,17.22,19.35,51.17,23.01,23.91,29.73,42.7,60.15
2006-10-30 00:00:00+00:00,77.3,104500.0,51.96,26.63,238.52,79.77,53.46,39.69,18.8,33.49,24.06,17.62,19.34,51.37,22.81,23.18,29.75,41.69,59.62
2006-10-31 00:00:00+00:00,77.93,105475.0,52.59,26.56,238.43,80.49,53.23,39.68,18.78,33.33,24.21,17.57,18.95,51.03,23.03,22.78,29.71,41.48,60.11
2006-11-01 00:00:00+00:00,76.08,104790.0,52.42,26.4,233.98,80.03,53.05,39.26,18.75,33.52,24.3,17.57,18.87,50.75,22.7,22.76,29.69,41.11,59.81
2006-11-02 00:00:00+00:00,75.91,104106.0,53.05,26.26,235.19,79.92,53.62,39.23,18.78,33.32,24.26,17.38,18.98,50.93,22.88,22.77,29.59,40.64,59.92
2006-11-03 00:00:00+00:00,75.25,105000.0,53.93,26.3,236.14,79.69,53.55,39.22,18.69,33.1,24.23,16.91,18.88,51.04,22.67,22.59,29.7,40.0,60.73
2006-11-06 00:00:00+00:00,76.61,107200.0,54.6,26.68,238.71,80.73,54.03,39.86,18.82,33.62,24.32,17.22,19.19,51.17,23.06,22.76,29.98,39.97,61.37
2006-11-07 00:00:00+00:00,77.38,107000.0,53.93,26.89,236.52,80.86,54.26,39.73,18.86,33.68,24.41,17.31,19.4,51.61,23.06,22.7,30.02,40.1,61.05
2006-11-08 00:00:00+00:00,79.25,107850.0,54.4,26.92,237.74,80.98,53.69,39.85,18.85,32.54,24.44,17.47,19.09,51.55,23.11,22.69,30.36,39.58,62.39
2006-11-09 00:00:00+00:00,80.1,107200.0,54.94,26.7,236.55,80.83,52.24,39.52,18.75,31.47,24.68,17.64,18.53,51.36,22.47,22.23,30.3,39.04,63.07
2006-11-10 00:00:00+00:00,79.89,107000.0,54.42,26.61,237.01,80.25,52.35,39.83,18.68,31.64,24.66,17.86,18.44,51.28,22.22,21.91,30.25,39.11,62.91
2006-11-13 00:00:00+00:00,81.07,106350.0,55.06,26.75,240.76,80.52,52.07,39.87,18.66,31.89,24.75,18.25,18.57,50.92,22.23,22.13,30.1,38.98,62.92
2006-11-14 00:00:00+00:00,81.7,106475.0,55.08,26.92,244.89,81.59,52.56,39.94,18.71,32.21,24.74,18.24,18.83,50.88,22.16,22.4,30.29,40.11,62.93
2006-11-15 00:00:00+00:00,80.79,107400.0,55.15,27.08,246.21,81.43,52.55,39.69,18.75,32.4,24.64,18.19,19.03,50.81,21.83,22.22,29.89,40.13,63.23
2006-11-16 00:00:00+00:00,82.28,106801.0,54.05,27.2,248.2,81.75,52.54,40.03,18.95,32.77,24.94,18.17,19.19,51.14,21.79,22.12,30.11,40.32,61.43
2006-11-17 00:00:00+00:00,82.52,106800.0,54.48,27.42,249.64,82.05,53.1,39.87,19.0,33.07,24.88,18.51,19.52,51.41,22.32,22.18,29.92,39.98,61.78
2006-11-20 00:00:00+00:00,83.11,107300.0,54.59,27.22,247.77,81.56,52.92,40.07,18.91,32.71,25.29,18.53,19.4,51.27,22.33,22.15,29.83,40.16,61.23
2006-11-21 00:00:00+00:00,85.16,107400.0,55.36,27.08,255.08,81.41,52.59,39.94,18.89,32.45,25.32,18.53,19.33,50.93,22.02,22.45,29.52,40.24,62.04
2006-11-22 00:00:00+00:00,86.8,107700.0,54.87,27.23,254.26,81.79,52.73,39.81,18.93,32.57,25.32,18.7,19.44,51.23,21.97,22.2,29.3,40.42,61.63
2006-11-24 00:00:00+00:00,88.07,107610.0,54.27,27.0,252.75,81.64,52.3,39.54,18.86,32.42,25.18,18.64,19.29,51.14,21.97,22.2,29.35,40.31,61.18
2006-11-27 00:00:00+00:00,86.06,106300.0,54.2,26.82,242.62,79.98,52.14,39.01,18.71,32.01,24.95,18.0,19.34,50.59,21.97,21.88,29.04,39.23,61.26
2006-11-28 00:00:00+00:00,88.24,105700.0,55.09,26.63,244.99,79.89,52.39,38.65,18.76,32.05,24.87,17.98,19.4,50.77,22.07,21.98,28.97,39.31,62.69
2006-11-29 00:00:00+00:00,88.23,105590.0,56.02,26.74,242.57,80.04,52.57,39.04,18.87,32.7,25.02,18.22,19.42,50.89,22.53,22.29,29.25,39.46,64.27
2006-11-30 00:00:00+00:00,88.1,107100.0,57.02,26.69,242.65,80.39,52.34,38.71,18.95,32.66,24.85,18.12,19.72,50.55,22.8,22.33,29.07,38.8,64.93
2006-12-01 00:00:00+00:00,87.77,106900.0,57.64,26.69,240.64,79.81,52.39,38.49,18.85,33.07,24.64,17.89,19.98,50.47,22.86,22.13,29.06,38.61,65.26
2006-12-04 00:00:00+00:00,87.58,107200.0,57.95,26.77,242.67,81.78,52.64,39.18,18.95,32.8,24.82,18.34,17.86,51.05,23.02,22.27,29.28,38.96,65.74
2006-12-05 00:00:00+00:00,87.72,108000.0,58.3,26.68,243.74,82.63,52.55,39.48,19.42,33.31,24.65,17.94,17.8,51.13,23.32,22.1,29.3,39.12,65.99
2006-12-06 00:00:00+00:00,86.34,108995.0,58.0,26.56,244.6,82.32,52.44,39.17,19.58,33.06,24.53,17.01,17.79,51.36,23.39,22.33,29.3,39.17,64.51
